CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CrimeMajorHeadID
94,100020001202500094,202500094,2025-02-20,21,12.308735382192571,76.60728291392697,2
95,100050001202300095,202300095,2023-05-26,55,15.884840848957603,74.54758661007142,1
96,100070001202600096,202600096,2026-04-27,74,14.47584257559305,75.88806633930196,2
97,100010001202300097,202300097,2023-12-20,13,12.978825411795334,77.63015695214376,2
98,100010001202400098,202400098,2024-09-20,14,12.95609267203087,77.5814197358376,3
99,100010001202300099,202300099,2023-12-01,14,12.984298019001946,77.55507034225543,2
100,100010001202500100,202500100,2025-09-28,14,12.928116583730992,77.60557229440248,2
101,100060001202300101,202300101,2023-03-25,65,17.314416056388286,76.85265465518,1
102,100080001202400102,202400102,2024-07-02,83,15.184731441628928,76.92103620731767,3
103,100010001202300103,202300103,2023-11-22,13,12.99042179342037,77.62893882907169,4
104,100020001202400104,202400104,2024-02-03,21,12.302491421788837,76.6687861008259,2
105,100050001202600105,202600105,2026-04-21,53,15.823390101888378,74.45255338827931,2
106,100010001202300106,202300106,2023-03-16,15,12.94531326002126,77.55692423691937,5
107,100010001202500107,202500107,2025-12-14,11,13.019887647559832,77.60358562119995,1
108,100010001202600108,202600108,2026-07-14,15,12.934394843886654,77.62096907616593,2
109,100010001202600109,202600109,2026-05-21,14,13.01920353432698,77.59248256212976,3
110,100070001202400110,202400110,2024-03-15,72,14.512040915736304,75.87667311923252,5
111,100010001202500111,202500111,2025-07-21,12,12.93360349104437,77.61625501158612,2
112,100010001202400112,202400112,2024-07-02,15,12.95100874735416,77.61276781933668,5
113,100010001202400113,202400113,2024-06-25,14,12.991365374038644,77.56233631382138,5
114,100010001202500114,202500114,2025-08-08,14,12.994947581012967,77.58383042353498,5
115,100040001202500115,202500115,2025-01-13,41,12.899371932239236,74.8240190848916,2
116,100050001202500116,202500116,2025-03-04,51,15.859480287795677,74.53295592125174,1
117,100080001202500117,202500117,2025-06-18,85,15.176486515859924,76.87902349343295,5
118,100070001202400118,202400118,2024-02-24,71,14.418649411562589,75.89064820376268,2
119,100010001202300119,202300119,2023-09-04,15,12.978843305717811,77.56681855820344,2
120,100010001202600120,202600120,2026-02-10,14,12.940653603733956,77.56546030362136,1
121,100080001202500121,202500121,2025-10-24,85,15.16143723257513,76.90351851498095,2
122,100050001202600122,202600122,2026-06-04,54,15.801607355792248,74.53125582783663,2
123,100070001202300123,202300123,2023-10-30,72,14.447308851702337,75.92622715443937,2
124,100060001202400124,202400124,2024-03-17,63,17.358824503246698,76.79235082270694,3
125,100020001202400125,202400125,2024-08-10,22,12.27891911939115,76.64045577533753,5
126,100060001202500126,202500126,2025-11-04,65,17.360552766884947,76.7976024141702,3
127,100020001202400127,202400127,2024-11-26,21,12.3282912436728,76.642004782861,5
128,100010001202500128,202500128,2025-02-18,11,13.00584951397175,77.56249428253327,5
129,100050001202500129,202500129,2025-09-10,55,15.866984668665976,74.46237042014403,2
130,100010001202500130,202500130,2025-03-20,14,12.95703651208207,77.54781370500419,5
131,100010001202400131,202400131,2024-12-19,12,12.9733109894179,77.63362925262382,2
132,100060001202400132,202400132,2024-06-18,65,17.36051525448919,76.8568461635751,3
133,100010001202600133,202600133,2026-02-19,11,12.923613156858837,77.58678926449221,5
134,100030001202400134,202400134,2024-12-21,35,15.315276789704582,75.10297869924251,2
135,100010001202300135,202300135,2023-12-12,15,12.969739302830217,77.64343671091974,2
136,100010001202600136,202600136,2026-05-04,15,12.990231426328563,77.55387814972937,3
137,100050001202500137,202500137,2025-01-03,52,15.865700052325243,74.53312640897201,5
138,100070001202400138,202400138,2024-02-17,74,14.443050141690422,75.88503678858754,5
139,100010001202400139,202400139,2024-01-07,13,12.9710443483267,77.6145158067922,3
140,100010001202300140,202300140,2023-01-03,15,12.9578456390314,77.6146718671968,2
141,100010001202300141,202300141,2023-12-27,15,12.996159827404888,77.61869445705472,1
142,100050001202500142,202500142,2025-09-24,51,15.844996939465409,74.54318360794942,2
143,100050001202600143,202600143,2026-07-11,55,15.893296452758918,74.5218583793693,5
144,100010001202600144,202600144,2026-04-01,11,12.935747093689963,77.60062228380464,3
145,100010001202300145,202300145,2023-07-13,14,12.989593872695288,77.61900612549229,1
146,100040001202300146,202300146,2023-04-18,42,12.94435433029056,74.90069400599363,2
147,100010001202500147,202500147,2025-04-20,11,12.999372121634588,77.5466767060164,5
148,100010001202500148,202500148,2025-09-02,12,13.004924925681149,77.61835400599742,5
149,100010001202500149,202500149,2025-09-01,13,12.988456562229707,77.61304434553085,2
150,100010001202400150,202400150,2024-10-04,15,12.965718083067737,77.62943159690485,2
151,100010001202600151,202600151,2026-04-12,15,12.946554575261024,77.55942424077462,1
152,100010001202300152,202300152,2023-01-06,14,12.946390244932472,77.58802908121469,3
153,100010001202300153,202300153,2023-07-03,15,12.940805017804172,77.64274472066066,4
154,100010001202500154,202500154,2025-03-24,15,12.987036442240536,77.56785208409508,2
155,100030001202400155,202400155,2024-08-09,33,15.410729148057897,75.07616505517444,4
156,100080001202300156,202300156,2023-10-04,82,15.103438615683451,76.9458501956634,2
157,100010001202500157,202500157,2025-10-02,14,12.937970349485845,77.59934680288984,4
158,100060001202400158,202400158,2024-02-03,61,17.284688275386543,76.86853463385327,2
159,100010001202500159,202500159,2025-06-26,11,13.01951875406825,77.55214757116406,4
160,100050001202600160,202600160,2026-06-09,54,15.84127024724264,74.47146947456784,5
161,100020001202500161,202500161,2025-01-06,25,12.332795524797993,76.5974142154368,4
162,100020001202400162,202400162,2024-01-10,24,12.32163354787827,76.68912725674673,5
163,100080001202400163,202400163,2024-08-23,82,15.15157730890189,76.89778802115835,2
164,100050001202400164,202400164,2024-05-16,55,15.875084336990463,74.51544000897778,3
165,100010001202500165,202500165,2025-06-01,12,12.992707811166545,77.56874286574511,5
166,100010001202400166,202400166,2024-11-21,13,12.99117177343197,77.57745991751602,3
167,100010001202300167,202300167,2023-09-23,15,12.928803603061333,77.56894113438605,4
168,100020001202300168,202300168,2023-05-03,22,12.2943829625954,76.63688456145648,1
169,100010001202600169,202600169,2026-02-26,11,12.942454033313652,77.60854159184676,2
170,100010001202600170,202600170,2026-05-31,12,12.961843440067216,77.57712245809438,2
171,100080001202400171,202400171,2024-05-12,82,15.140552604682664,76.91635785476798,2
172,100030001202600172,202600172,2026-07-02,31,15.331695820656272,75.14890489097856,2
173,100010001202500173,202500173,2025-02-06,13,12.991480873551811,77.63333831796128,3
174,100020001202600174,202600174,2026-06-02,25,12.24791077969148,76.59974331430878,2
175,100060001202500175,202500175,2025-09-12,64,17.365202467256044,76.79724836552708,5
176,100010001202500176,202500176,2025-06-12,15,12.927293855882263,77.56870947689883,2
177,100020001202500177,202500177,2025-12-11,25,12.266257487353124,76.59387184881744,5
178,100010001202500178,202500178,2025-09-12,15,12.999480800561892,77.55384951604411,5
179,100060001202400179,202400179,2024-10-07,65,17.356089354457424,76.81312579292717,2
180,100010001202500180,202500180,2025-08-20,13,12.971712305653089,77.6385636706784,5
181,100010001202500181,202500181,2025-07-06,13,12.970430489505636,77.5942719839624,5
182,100010001202500182,202500182,2025-06-14,15,12.980284349478673,77.61523579471591,3
183,100010001202600183,202600183,2026-03-12,13,12.951607621834706,77.64023833370946,1
184,100080001202300184,202300184,2023-09-09,81,15.152962200407908,76.8894867001046,5
185,100010001202400185,202400185,2024-12-08,15,12.96165522878764,77.57014264193133,5
186,100010001202600186,202600186,2026-02-14,13,12.977653637573392,77.60295094963583,5
187,100010001202400187,202400187,2024-11-20,15,12.949414763633278,77.59798744640585,3
188,100060001202500188,202500188,2025-08-07,62,17.331443527000168,76.80657949407171,3
189,100010001202300189,202300189,2023-10-17,15,13.000633961766365,77.55341663341133,2
190,100060001202400190,202400190,2024-09-03,61,17.36104871666934,76.87831808851561,5
191,100010001202300191,202300191,2023-04-06,14,12.944789582388989,77.56331501919085,2
192,100070001202500192,202500192,2025-08-24,73,14.491602665431357,75.91713124048978,3
193,100010001202500193,202500193,2025-10-12,15,12.951435278379114,77.5608860886134,2
194,100010001202600194,202600194,2026-02-11,14,12.968307782418997,77.61512143014403,5
195,100020001202400195,202400195,2024-10-15,23,12.337244029211734,76.67316788909365,2
196,100010001202400196,202400196,2024-11-24,13,13.01359222022564,77.60719883612785,1
197,100010001202400197,202400197,2024-07-14,11,12.977581679898623,77.54624953250178,2
198,100010001202600198,202600198,2026-02-09,11,12.994128857184576,77.60859158593694,5
199,100080001202500199,202500199,2025-06-04,85,15.180251962162432,76.90103705085117,3
200,100050001202300200,202300200,2023-10-05,51,15.897512311015191,74.45046477525568,3
201,100010001202500201,202500201,2025-05-05,11,13.01645917611106,77.57506047630565,1
202,100070001202300202,202300202,2023-10-05,73,14.476223613929092,75.9697564290654,2
203,100010001202600203,202600203,2026-04-09,15,13.017962700122608,77.61072530558177,5
204,100010001202300204,202300204,2023-01-11,12,12.944445532799165,77.61876784480815,5
205,100080001202400205,202400205,2024-02-12,82,15.183921326791426,76.9386828843892,2
206,100010001202600206,202600206,2026-03-23,13,12.941306572612213,77.55656211886901,5
207,100010001202500207,202500207,2025-07-05,13,12.962380264152593,77.6434405919695,3
208,100010001202600208,202600208,2026-07-20,15,12.940830108554351,77.55760467949263,3
209,100040001202300209,202300209,2023-04-24,41,12.882708756577223,74.8953477229134,2
210,100020001202500210,202500210,2025-06-05,22,12.253538674548356,76.65714155883799,3
211,100010001202400211,202400211,2024-05-30,12,12.931590931406694,77.56869479012417,3
212,100010001202500212,202500212,2025-03-06,15,13.013582772242213,77.5463615292729,3
213,100010001202400213,202400213,2024-02-26,14,12.974992926958477,77.60856686332644,3
214,100030001202400214,202400214,2024-07-29,31,15.382846280325149,75.11204812426367,2
215,100010001202400215,202400215,2024-04-15,15,12.973711378374428,77.55245242467906,2
216,100050001202400216,202400216,2024-06-06,53,15.893398153616603,74.45580881510169,5
217,100070001202500217,202500217,2025-03-17,75,14.48833836854211,75.95942776953338,5
218,100010001202600218,202600218,2026-05-06,13,12.94023250292897,77.5867699807445,1
219,100010001202400219,202400219,2024-01-06,12,12.953729097524116,77.55718110713329,2
220,100010001202400220,202400220,2024-05-14,15,13.012859992675688,77.62340326935815,2
221,100010001202300221,202300221,2023-09-19,12,13.002743383506436,77.64384986780892,5
222,100030001202600222,202600222,2026-05-10,35,15.373910059543382,75.16413706090852,5
223,100010001202500223,202500223,2025-12-10,11,13.015965230250297,77.566508958433,5
224,100010001202300224,202300224,2023-06-12,15,12.983946012150623,77.63743957495628,5
225,100080001202300225,202300225,2023-01-25,85,15.18365599522141,76.89959054413124,1
226,100050001202400226,202400226,2024-03-10,52,15.813497372559697,74.4832044150077,2
227,100030001202500227,202500227,2025-08-14,33,15.346026768767258,75.14176944577125,4
228,100020001202400228,202400228,2024-05-30,22,12.247480769802833,76.65068591948452,5
229,100070001202300229,202300229,2023-10-15,72,14.509307580687253,75.89128564721462,2
230,100010001202400230,202400230,2024-06-22,11,12.941193863247172,77.64000992682583,3
231,100010001202300231,202300231,2023-08-31,12,13.011936903786378,77.61037418217319,3
232,100060001202500232,202500232,2025-10-17,65,17.28076496921683,76.87935034608367,4
233,100010001202500233,202500233,2025-10-11,11,12.99335940576891,77.59640614281415,2
234,100010001202400234,202400234,2024-12-02,13,12.921644904585945,77.61755911277993,5
235,100030001202400235,202400235,2024-08-17,31,15.406856971410123,75.14788962301724,3
236,100070001202400236,202400236,2024-11-05,73,14.488362290482604,75.95056696638446,5
237,100010001202400237,202400237,2024-04-08,13,12.970277019613322,77.54777019281325,3
238,100010001202300238,202300238,2023-10-31,15,13.004803866150006,77.55256835831875,2
239,100010001202300239,202300239,2023-08-28,11,12.952500138776935,77.58045169001014,2
240,100010001202600240,202600240,2026-03-29,14,12.957385080714804,77.56652823068569,2
241,100010001202500241,202500241,2025-09-16,15,12.960333179159086,77.61088564651494,5
242,100010001202600242,202600242,2026-05-04,15,12.937285104068662,77.60010362243327,2
243,100050001202500243,202500243,2025-01-10,52,15.87802984209552,74.54340571820947,1
244,100010001202500244,202500244,2025-01-11,15,12.988714767308023,77.55457464156046,5
245,100010001202300245,202300245,2023-11-11,14,13.016079435941078,77.62133633504202,2
246,100030001202500246,202500246,2025-02-10,35,15.38945695103512,75.13897816487251,1
247,100010001202300247,202300247,2023-10-28,15,13.009011159309232,77.58680216072139,2
248,100070001202400248,202400248,2024-07-09,74,14.452148504652186,75.89243916578948,3
249,100010001202300249,202300249,2023-09-02,11,13.018407393467507,77.63589531158895,5
250,100020001202600250,202600250,2026-01-06,25,12.283234073722728,76.63298659275092,5
251,100010001202400251,202400251,2024-10-31,14,12.991563286546493,77.64249301191367,2
252,100010001202300252,202300252,2023-02-26,15,13.005489452261155,77.61772564340019,2
253,100010001202600253,202600253,2026-03-24,14,12.935021350957484,77.61361040869518,3
254,100010001202300254,202300254,2023-03-17,13,12.939105259640195,77.57223104782337,5
255,100010001202400255,202400255,2024-04-26,15,12.9231551499062,77.64008008905834,2
256,100010001202500256,202500256,2025-01-18,13,13.017941514427704,77.63638233941528,5
257,100050001202300257,202300257,2023-11-25,53,15.837187408338751,74.5214790567493,2
258,100050001202500258,202500258,2025-11-25,54,15.856511467889206,74.4630558921147,2
259,100010001202300259,202300259,2023-02-08,11,12.992758699075775,77.59334024823852,2
260,100050001202500260,202500260,2025-05-22,54,15.857429539669234,74.48224493245273,2
261,100020001202600261,202600261,2026-03-01,22,12.28970732321971,76.68721293097367,2
262,100020001202300262,202300262,2023-11-15,25,12.301451329775936,76.66010458802718,3
263,100010001202400263,202400263,2024-05-17,11,12.968871676443422,77.59209806726375,2
264,100010001202600264,202600264,2026-06-06,13,13.00009313945423,77.62861920902425,3
265,100050001202400265,202400265,2024-12-15,53,15.861226057955522,74.46952466758698,2
266,100010001202300266,202300266,2023-02-06,13,12.934190318343234,77.63317269861975,3
267,100010001202300267,202300267,2023-09-25,14,12.995411871144452,77.63989255575598,2
268,100020001202600268,202600268,2026-05-24,25,12.32808817505443,76.63574321592218,5
269,100010001202400269,202400269,2024-04-28,11,12.981403810905825,77.5485777692323,1
270,100010001202300270,202300270,2023-01-24,11,12.933677486356656,77.64025449801834,2
271,100010001202600271,202600271,2026-04-11,15,13.01327218045786,77.60449475494197,2
272,100040001202400272,202400272,2024-07-10,41,12.941247707056386,74.86364750957695,5
273,100010001202400273,202400273,2024-07-25,15,12.943249663155322,77.61573289785034,2
274,100060001202300274,202300274,2023-07-26,62,17.321568663414297,76.86871264088735,5
275,100010001202300275,202300275,2023-09-23,14,12.99225614244455,77.55870979053007,5
276,100010001202600276,202600276,2026-06-29,14,12.9735224000666,77.56845476661155,2
277,100010001202500277,202500277,2025-05-18,12,12.992369182023548,77.63254196611545,3
278,100020001202500278,202500278,2025-12-10,24,12.288174284396463,76.6848451484524,5
279,100010001202400279,202400279,2024-12-11,13,12.964395963244364,77.6389656652219,2
280,100080001202600280,202600280,2026-04-28,82,15.103822807930875,76.91388850662321,3
281,100050001202500281,202500281,2025-07-03,54,15.848122122458754,74.47836949489164,2
282,100010001202300282,202300282,2023-07-18,12,12.926020223909878,77.64051695044378,2
283,100010001202500283,202500283,2025-09-14,15,12.982913717161953,77.57820581324216,1
284,100010001202400284,202400284,2024-04-03,13,13.021041476247058,77.56744167288598,3
285,100010001202400285,202400285,2024-12-24,11,12.998559355882865,77.60076812985737,1
286,100010001202400286,202400286,2024-03-31,13,12.978317573800291,77.63721827122602,5
287,100070001202300287,202300287,2023-08-15,73,14.416109696426266,75.95904621214159,2
288,100030001202500288,202500288,2025-08-22,35,15.377565522405428,75.09343328160082,5
289,100010001202500289,202500289,2025-06-08,12,12.943493071876343,77.56986129105036,2
290,100010001202500290,202500290,2025-08-27,14,12.92456871931291,77.62546329746051,2
291,100010001202300291,202300291,2023-12-14,12,12.985520438339714,77.60007135251185,2
292,100010001202600292,202600292,2026-06-24,15,12.926091636155414,77.57746005092405,2
293,100010001202600293,202600293,2026-06-10,11,12.979901062299906,77.56147340821687,5
294,100040001202400294,202400294,2024-08-18,42,12.9237905799392,74.85012594685098,3
295,100010001202300295,202300295,2023-10-01,11,13.017066505909572,77.59338980164009,2
296,100020001202500296,202500296,2025-04-02,23,12.27342437746878,76.6160837514227,5
297,100030001202300297,202300297,2023-03-13,31,15.324869083023628,75.09246674933807,5
298,100010001202500298,202500298,2025-04-14,13,12.942545877663354,77.62716207142407,3
299,100030001202600299,202600299,2026-04-05,32,15.328653848738991,75.16429441939587,5
300,100010001202300300,202300300,2023-02-28,14,12.953332614563925,77.61557245553874,5
301,100060001202500301,202500301,2025-03-06,62,17.31391142256028,76.83567606381928,5
302,100010001202300302,202300302,2023-07-31,14,12.991903344616787,77.5608163746831,2
303,100010001202500303,202500303,2025-03-04,15,12.974151501106336,77.60600009801203,2
304,100010001202300304,202300304,2023-02-04,11,12.974295463968431,77.63124346606277,5
305,100010001202600305,202600305,2026-04-19,13,12.936571894904915,77.54912591094511,3
306,100010001202500306,202500306,2025-01-14,15,13.0214445461939,77.55093264394935,1
307,100070001202500307,202500307,2025-11-09,73,14.46596508301243,75.95279585234239,1
308,100010001202500308,202500308,2025-05-17,11,13.021327598329044,77.63189005145661,1
309,100040001202400309,202400309,2024-03-22,44,12.8743433019538,74.81672383223471,2
310,100010001202400310,202400310,2024-03-18,12,12.97872124059798,77.56134674433711,5
311,100020001202300311,202300311,2023-02-17,21,12.250991874909817,76.64430107299539,2
312,100010001202400312,202400312,2024-12-18,15,12.99014564815281,77.59217839783831,2
313,100010001202300313,202300313,2023-05-09,15,12.923793730018376,77.61210256860979,2
314,100060001202500314,202500314,2025-10-02,65,17.28764791819493,76.79423508947235,1
315,100060001202600315,202600315,2026-07-19,65,17.31337597995551,76.86714004253513,4
316,100070001202300316,202300316,2023-09-02,75,14.462059230853574,75.88764042699394,5
317,100010001202400317,202400317,2024-12-13,14,12.971707492643567,77.64453513758801,3
318,100030001202500318,202500318,2025-05-16,32,15.353375421077232,75.07469101883503,2
319,100010001202400319,202400319,2024-09-19,13,12.962540015116009,77.54970957702125,4
320,100050001202600320,202600320,2026-03-27,53,15.86448883083819,74.49182269368404,2
321,100010001202400321,202400321,2024-05-05,14,12.98040299475704,77.60828624101632,4
322,100080001202500322,202500322,2025-12-08,81,15.094828727957026,76.95092845026136,5
323,100050001202500323,202500323,2025-12-29,51,15.896026801589976,74.44915785280439,5
324,100010001202400324,202400324,2024-12-15,15,13.007564294927452,77.63690026634644,5
325,100010001202500325,202500325,2025-07-20,12,12.9884112943941,77.59774840429509,5
326,100060001202500326,202500326,2025-05-03,64,17.37483628472241,76.8740145363403,2
327,100010001202400327,202400327,2024-06-27,15,12.922815298031995,77.60046697082264,2
328,100010001202600328,202600328,2026-01-01,14,12.935885871211516,77.60511779630596,2
329,100010001202300329,202300329,2023-12-05,12,12.938915117402631,77.59027554762594,2
330,100080001202300330,202300330,2023-04-01,81,15.095084446936731,76.90564812261081,4
331,100030001202400331,202400331,2024-03-31,35,15.351236131383413,75.08428961488865,1
332,100010001202500332,202500332,2025-08-06,15,12.955156005312682,77.61916962924747,2
333,100010001202300333,202300333,2023-10-11,15,12.958577909958953,77.59321353726847,2
334,100010001202300334,202300334,2023-11-03,15,12.991791689987014,77.60902547705209,1
335,100050001202400335,202400335,2024-10-19,53,15.865153797450985,74.4887715499515,4
336,100070001202300336,202300336,2023-01-09,72,14.470606668880166,75.92473789786841,3
337,100010001202400337,202400337,2024-11-21,13,12.942822937176334,77.62294730729266,5
338,100010001202500338,202500338,2025-09-21,14,13.01505988810779,77.62680809724046,2
339,100060001202400339,202400339,2024-12-29,64,17.30552578454992,76.8699466897324,5
340,100010001202500340,202500340,2025-09-01,13,12.955753660567447,77.6273720867259,3
341,100060001202500341,202500341,2025-04-13,62,17.322201704464295,76.88158279684568,2
342,100050001202500342,202500342,2025-12-03,53,15.838645697082372,74.47461127320504,5
343,100050001202400343,202400343,2024-08-30,53,15.854553817473574,74.52251744455069,2
344,100010001202400344,202400344,2024-03-16,15,12.987973817563802,77.61464502311613,2
345,100010001202400345,202400345,2024-03-05,13,12.93424990671403,77.63567036426376,5
346,100010001202300346,202300346,2023-07-25,11,12.94011032129874,77.58859871433039,1
347,100080001202500347,202500347,2025-10-29,81,15.162350640626023,76.9685148056994,2
